Time,Target torque,Current elbow Torque(N),Target force,Current shoulder Torque (N),Bicep (EMG_1),Tricep lateral (EMG_2),Anterior Deltoid (EMG_3),Medial Deltoid (EMG_4),Posterior Deltoid (EMG_5),Pectoralis Major (EMG_6),Lower Trapezius (EMG_7),Middle Trapezius (EMG_8)
44.1969469,55,1.698963697423185,1.0,0.0,2.261894202711332,2.261732345304475,2.261732345304475,2.2615704878977936,2.2615704878977936,2.261732345304475,2.261894202711332,2.261732345304475
44.1977394,55,1.698963697423185,1.0,0.0,2.2620560601183635,2.261894202711332,2.261732345304475,2.261732345304475,2.261894202711332,2.261732345304475,2.2620560601183635,2.261894202711332
44.1985319,55,1.698963697423185,1.0,0.0,2.261894202711332,2.26221791752557,2.261894202711332,2.2620560601183635,2.2620560601183635,2.26221791752557,2.261894202711332,2.261894202711332
44.199324,55,2.4283719615833412,1.0,0.0,2.2620560601183635,2.26221791752557,2.2620560601183635,2.2620560601183635,2.2620560601183635,2.261894202711332,2.2620560601183635,2.261894202711332
44.2005561,55,2.4283719615833412,1.0,0.0,2.26221791752557,2.2623797749329517,2.26221791752557,2.26221791752557,2.2620560601183635,2.2620560601183635,2.26221791752557,2.26221791752557
44.2017879,55,2.092581327428068,1.0,0.0,2.2623797749329517,2.26221791752557,2.2620560601183635,2.26221791752557,2.26221791752557,2.2620560601183635,2.26221791752557,2.26221791752557
44.2029349,55,2.092581327428068,1.0,0.0,2.26221791752557,2.2625416323405085,2.2625416323405085,2.26221791752557,2.26221791752557,2.2623797749329517,2.2623797749329517,2.26221791752557
44.2040815,55,1.6979394512073647,1.0,0.0,2.2627034897482408,2.26221791752557,2.2623797749329517,2.26221791752557,2.2623797749329517,2.2625416323405085,2.2625416323405085,2.2625416323405085
44.20494333333333,55,1.6979394512073647,1.0,0.0,1.1386074853792605,1.2421956173484225,1.9219940194604597,2.2586570546074447,2.260923058272817,2.26221791752557,2.2623797749329517,2.26221791752557
44.20580516666667,55,1.6979394512073647,1.0,0.0,5.310358215633014,5.310358215633014,5.310358215633014,4.6943124474045055,4.212777012370916,5.310358215633014,5.1315004923489,4.525977064133347
44.2066665,55,1.1918149547474037,1.0,0.0,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014
44.20811155,55,1.1918149547474037,1.0,0.0,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014
44.2095562,55,1.3450761394397865,1.0,0.0,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014
44.21036923333333,55,1.3450761394397865,1.0,0.0,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014
44.21118226666667,55,1.3450761394397865,1.0,0.0,1.1381219161179217,1.3317022755615315,1.0795298990537863,2.787446179948167,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014
44.2119949,55,1.9525762157337319,1.0,0.0,2.2610849156787984,2.1657509335363385,3.7945311790984886,4.942931491112406,5.138946144778332,5.310358215633014,5.310358215633014,5.310358215633014
44.2127146,55,1.9525762157337319,1.0,0.0,2.261894202711332,2.261732345304475,2.261732345304475,2.261732345304475,2.261408630491287,2.261408630491287,2.261732345304475,2.2615704878977936
44.2134343,55,1.9525762157337319,1.0,0.0,2.261732345304475,2.2620560601183635,2.261894202711332,2.261894202711332,2.261732345304475,2.261894202711332,2.261894202711332,2.261894202711332
44.2141536,55,2.5278974132434975,1.0,0.0,2.261894202711332,2.2620560601183635,2.2620560601183635,2.26221791752557,2.2620560601183635,2.261894202711332,2.2620560601183635,2.2620560601183635
44.2152761,55,2.5278974132434975,1.0,0.0,2.261894202711332,2.2620560601183635,2.26221791752557,2.2620560601183635,2.26221791752557,2.26221791752557,2.2620560601183635,2.2620560601183635
