Time,Target torque,Current elbow Torque(N),Target force,Current shoulder Torque (N),EMG_1 (Bicep),EMG_2 (Tricep lateral),EMG_3 (Anterior Deltoid),EMG_4 (Medial Deltoid),EMG_5 (Posterior Deltoid),EMG_6 (Pectoralis Major),EMG_7 (Lower Trapezius),EMG_8 (Middle Trapezius),Sensor Fx,Sensor Fy,Sensor Fz,Sensor Mx,Sensor My,Sensor Mz
379.8302791,5.0,0.28669110288000255,6.0,0.21093093873500024,-4.374545057898904,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.275451414386382,-4.808973281543248,-3.140867334286386,-0.11446041340103622,0.10565409777500046,-0.09604369066920848,-0.11492083146933191,0.10037139288625044,-0.1013062932709646
379.8310344,5.0,0.29616108888000525,6.0,0.18755352023499583,-4.298795441208186,-3.9077468464818232,-5.296007578502725,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-0.13096042183253165,0.12088463427500028,-0.10988884165849834,-0.1314872113368825,0.11484040256125026,-0.11591007324577407
379.8317897,5.0,0.29616108888000525,6.0,0.18755352023499583,-3.9588938661063993,-1.8123502092261161,0.3382286293866985,-2.2388410369396277,-3.003612775693194,-3.764988490617946,-4.648085737627732,-5.296978735969328,-0.13096042183253165,0.12088463427500028,-0.10988884165849834,-0.1314872113368825,0.11484040256125026,-0.11591007324577407
379.832545,5.0,0.29616108888000525,6.0,0.18755352023499583,-3.9715187662575,-1.8095986571233669,4.339189922232255,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,-0.13096042183253165,0.12088463427500028,-0.10988884165849834,-0.1314872113368825,0.11484040256125026,-0.11591007324577407
379.8332998,5.0,0.29616108888000525,6.0,0.18755352023499583,-4.033024706718023,-2.1418891841800978,4.150784574630009,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,5.310358215633014,-0.13096042183253165,0.12088463427500028,-0.10988884165849834,-0.1314872113368825,0.11484040256125026,-0.11591007324577407
379.83443023333336,5.0,0.1267131898800038,6.0,0.15575611123499655,-4.919361048558669,-3.3472349360997384,-2.0300465996239017,-0.8774706744346428,3.0847797296220785,5.310358215633014,5.310358215633014,5.310358215633014,-0.11927340519607418,0.110096789275,-0.10008227030928413,-0.11975318356824394,0.10459194981125,-0.10556616219691808
379.83556066666665,5.0,0.1267131898800038,6.0,0.15575611123499655,-1.1856441380582328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-5.296978735969328,-0.11927340519607418,0.110096789275,-0.10008227030928413,-0.11975318356824394,0.10459194981125,-0.10556616219691808
379.8366907,5.0,0.1267131898800038,6.0,0.15575611123499655,-1.1851585705661294,2.2792129462583466,2.261408630491287,2.2610849156787984,2.2610849156787984,2.2612467730849555,2.2610849156787984,2.2610849156787984,-0.11927340519607418,0.110096789275,-0.10008227030928413,-0.11975318356824394,0.10459194981125,-0.10556616219691808
379.83821090000004,5.0,0.264238748880004,6.0,0.1437865452349989,-1.1456657486662354,1.0546040175687008,2.258818912010977,2.2610849156787984,2.2612467730849555,2.2610849156787984,2.2610849156787984,2.2610849156787984,-0.1123103999078721,0.10366950127499974,-0.0942396151400683,-0.11276216952706719,0.09848602621124976,-0.09940336551626681
379.8397311,5.0,0.264238748880004,6.0,0.1437865452349989,-1.2178534489238009,0.8946899781073291,2.038531143651369,2.260275628650641,2.2610849156787984,2.261408630491287,2.2612467730849555,2.261408630491287,-0.1123103999078721,0.10366950127499974,-0.0942396151400683,-0.11276216952706719,0.09848602621124976,-0.09940336551626681
379.8412509,5.0,0.264238748880004,6.0,0.1437865452349989,-1.3222504697877175,0.8762383643042735,2.0540694331428906,2.260437486055922,2.261408630491287,2.2612467730849555,2.261408630491287,2.2615704878977936,-0.1123103999078721,0.10366950127499974,-0.0942396151400683,-0.11276216952706719,0.09848602621124976,-0.09940336551626681
379.8419725,5.0,0.268408212380006,6.0,0.1725789262349977,-1.1794936165094907,2.274195366145316,2.2615704878977936,2.261732345304475,2.2615704878977936,2.261408630491287,2.2615704878977936,2.261732345304475,-0.10001058880293064,0.09231600877500012,-0.08391884817836172,-0.10041288231854487,0.08770020833625011,-0.08851708410289404
379.8426941,5.0,0.268408212380006,6.0,0.1725789262349977,-1.3343896591580386,1.844788219188155,2.2620560601183635,2.2615704878977936,2.2615704878977936,2.2615704878977936,2.261408630491287,2.2615704878977936,-0.10001058880293064,0.09231600877500012,-0.08391884817836172,-0.10041288231854487,0.08770020833625011,-0.08851708410289404
379.8434157,5.0,0.268408212380006,6.0,0.1725789262349977,-1.3745299134636118,0.7030522220881784,2.1685025077397175,2.261408630491287,2.2615704878977936,2.2615704878977936,2.261732345304475,2.261732345304475,-0.10001058880293064,0.09231600877500012,-0.08391884817836172,-0.10041288231854487,0.08770020833625011,-0.08851708410289404
379.8441373,5.0,0.268408212380006,6.0,0.1725789262349977,-1.3319618212680082,1.021747177565782,2.2589807694146846,2.261732345304475,2.261894202711332,2.261894202711332,2.261894202711332,2.261732345304475,-0.10001058880293064,0.09231600877500012,-0.08391884817836172,-0.10041288231854487,0.08770020833625011,-0.08851708410289404
379.8448583,5.0,0.268408212380006,6.0,0.1725789262349977,-1.2304782042448739,0.922529257412062,2.1006843106567374,2.2612467730849555,2.261894202711332,2.261732345304475,2.261732345304475,2.261894202711332,-0.10001058880293064,0.09231600877500012,-0.08391884817836172,-0.10041288231854487,0.08770020833625011,-0.08851708410289404
